Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95QQ,Larne,6,Other religions,10,45-49 years,1,Female,7
95QQ,Larne,6,Other religions,10,45-49 years,2,Male,11
95QQ,Larne,6,Other religions,11,50-54 years,1,Female,12
95QQ,Larne,6,Other religions,11,50-54 years,2,Male,9
95QQ,Larne,6,Other religions,12,55-59 years,1,Female,7
95QQ,Larne,6,Other religions,12,55-59 years,2,Male,9
95QQ,Larne,6,Other religions,13,60-64 years,1,Female,7
95QQ,Larne,6,Other religions,13,60-64 years,2,Male,7
95QQ,Larne,6,Other religions,14,65-69 years,1,Female,6
95QQ,Larne,6,Other religions,14,65-69 years,2,Male,6
95QQ,Larne,6,Other religions,15,70-74 years,1,Female,0
95QQ,Larne,6,Other religions,15,70-74 years,2,Male,4
95QQ,Larne,6,Other religions,16,75-79 years,1,Female,4
95QQ,Larne,6,Other religions,16,75-79 years,2,Male,5
95QQ,Larne,6,Other religions,17,80-84 years,1,Female,4
95QQ,Larne,6,Other religions,17,80-84 years,2,Male,2
95QQ,Larne,6,Other religions,18,85-89 years,1,Female,0
95QQ,Larne,6,Other religions,18,85-89 years,2,Male,1
95QQ,Larne,6,Other religions,19,90+ years,1,Female,2
95QQ,Larne,6,Other religions,19,90+ years,2,Male,1
95QQ,Larne,7,No religion,1,0-4 years,1,Female,300
95QQ,Larne,7,No religion,1,0-4 years,2,Male,297
95QQ,Larne,7,No religion,2,5-9 years,1,Female,249
95QQ,Larne,7,No religion,2,5-9 years,2,Male,290
95QQ,Larne,7,No religion,3,10-14 years,1,Female,223
95QQ,Larne,7,No religion,3,10-14 years,2,Male,254
95QQ,Larne,7,No religion,4,15-19 years,1,Female,219
95QQ,Larne,7,No religion,4,15-19 years,2,Male,225
95QQ,Larne,7,No religion,5,20-24 years,1,Female,239
95QQ,Larne,7,No religion,5,20-24 years,2,Male,225
95QQ,Larne,7,No religion,6,25-29 years,1,Female,294
95QQ,Larne,7,No religion,6,25-29 years,2,Male,289
95QQ,Larne,7,No religion,7,30-34 years,1,Female,255
95QQ,Larne,7,No religion,7,30-34 years,2,Male,314
95QQ,Larne,7,No religion,8,35-39 years,1,Female,238
95QQ,Larne,7,No religion,8,35-39 years,2,Male,263
95QQ,Larne,7,No religion,9,40-44 years,1,Female,242
95QQ,Larne,7,No religion,9,40-44 years,2,Male,252
95QQ,Larne,7,No religion,10,45-49 years,1,Female,197
95QQ,Larne,7,No religion,10,45-49 years,2,Male,277
95QQ,Larne,7,No religion,11,50-54 years,1,Female,192
95QQ,Larne,7,No religion,11,50-54 years,2,Male,261
95QQ,Larne,7,No religion,12,55-59 years,1,Female,176
95QQ,Larne,7,No religion,12,55-59 years,2,Male,230
95QQ,Larne,7,No religion,13,60-64 years,1,Female,142
95QQ,Larne,7,No religion,13,60-64 years,2,Male,215
95QQ,Larne,7,No religion,14,65-69 years,1,Female,109
95QQ,Larne,7,No religion,14,65-69 years,2,Male,161
95QQ,Larne,7,No religion,15,70-74 years,1,Female,95
95QQ,Larne,7,No religion,15,70-74 years,2,Male,122
95QQ,Larne,7,No religion,16,75-79 years,1,Female,37
95QQ,Larne,7,No religion,16,75-79 years,2,Male,74
95QQ,Larne,7,No religion,17,80-84 years,1,Female,26
95QQ,Larne,7,No religion,17,80-84 years,2,Male,27
95QQ,Larne,7,No religion,18,85-89 years,1,Female,5
95QQ,Larne,7,No religion,18,85-89 years,2,Male,10
95QQ,Larne,7,No religion,19,90+ years,1,Female,4
95QQ,Larne,7,No religion,19,90+ years,2,Male,4
95QQ,Larne,8,Religion not stated,1,0-4 years,1,Female,8
95QQ,Larne,8,Religion not stated,1,0-4 years,2,Male,4
95QQ,Larne,8,Religion not stated,2,5-9 years,1,Female,9
95QQ,Larne,8,Religion not stated,2,5-9 years,2,Male,10
95QQ,Larne,8,Religion not stated,3,10-14 years,1,Female,14
95QQ,Larne,8,Religion not stated,3,10-14 years,2,Male,9
95QQ,Larne,8,Religion not stated,4,15-19 years,1,Female,6
95QQ,Larne,8,Religion not stated,4,15-19 years,2,Male,5
95QQ,Larne,8,Religion not stated,5,20-24 years,1,Female,10
95QQ,Larne,8,Religion not stated,5,20-24 years,2,Male,10
95QQ,Larne,8,Religion not stated,6,25-29 years,1,Female,9
95QQ,Larne,8,Religion not stated,6,25-29 years,2,Male,6
95QQ,Larne,8,Religion not stated,7,30-34 years,1,Female,8
95QQ,Larne,8,Religion not stated,7,30-34 years,2,Male,8
95QQ,Larne,8,Religion not stated,8,35-39 years,1,Female,5
95QQ,Larne,8,Religion not stated,8,35-39 years,2,Male,9
95QQ,Larne,8,Religion not stated,9,40-44 years,1,Female,11
95QQ,Larne,8,Religion not stated,9,40-44 years,2,Male,15
95QQ,Larne,8,Religion not stated,10,45-49 years,1,Female,6
95QQ,Larne,8,Religion not stated,10,45-49 years,2,Male,11
95QQ,Larne,8,Religion not stated,11,50-54 years,1,Female,13
95QQ,Larne,8,Religion not stated,11,50-54 years,2,Male,11
95QQ,Larne,8,Religion not stated,12,55-59 years,1,Female,16
95QQ,Larne,8,Religion not stated,12,55-59 years,2,Male,15
95QQ,Larne,8,Religion not stated,13,60-64 years,1,Female,11
95QQ,Larne,8,Religion not stated,13,60-64 years,2,Male,15
95QQ,Larne,8,Religion not stated,14,65-69 years,1,Female,15
95QQ,Larne,8,Religion not stated,14,65-69 years,2,Male,8
95QQ,Larne,8,Religion not stated,15,70-74 years,1,Female,23
95QQ,Larne,8,Religion not stated,15,70-74 years,2,Male,26
95QQ,Larne,8,Religion not stated,16,75-79 years,1,Female,14
95QQ,Larne,8,Religion not stated,16,75-79 years,2,Male,18
95QQ,Larne,8,Religion not stated,17,80-84 years,1,Female,14
95QQ,Larne,8,Religion not stated,17,80-84 years,2,Male,16
95QQ,Larne,8,Religion not stated,18,85-89 years,1,Female,9
95QQ,Larne,8,Religion not stated,18,85-89 years,2,Male,13
95QQ,Larne,8,Religion not stated,19,90+ years,1,Female,5
95QQ,Larne,8,Religion not stated,19,90+ years,2,Male,0
95RR,Limavady,1,Catholic,1,0-4 years,1,Female,631
95RR,Limavady,1,Catholic,1,0-4 years,2,Male,681
95RR,Limavady,1,Catholic,2,5-9 years,1,Female,745
95RR,Limavady,1,Catholic,2,5-9 years,2,Male,703
95RR,Limavady,1,Catholic,3,10-14 years,1,Female,716
95RR,Limavady,1,Catholic,3,10-14 years,2,Male,776
95RR,Limavady,1,Catholic,4,15-19 years,1,Female,577
95RR,Limavady,1,Catholic,4,15-19 years,2,Male,627
95RR,Limavady,1,Catholic,5,20-24 years,1,Female,543
95RR,Limavady,1,Catholic,5,20-24 years,2,Male,554
95RR,Limavady,1,Catholic,6,25-29 years,1,Female,585
95RR,Limavady,1,Catholic,6,25-29 years,2,Male,553
95RR,Limavady,1,Catholic,7,30-34 years,1,Female,664
95RR,Limavady,1,Catholic,7,30-34 years,2,Male,599
95RR,Limavady,1,Catholic,8,35-39 years,1,Female,690
95RR,Limavady,1,Catholic,8,35-39 years,2,Male,674
95RR,Limavady,1,Catholic,9,40-44 years,1,Female,668
95RR,Limavady,1,Catholic,9,40-44 years,2,Male,611
95RR,Limavady,1,Catholic,10,45-49 years,1,Female,739
95RR,Limavady,1,Catholic,10,45-49 years,2,Male,653
95RR,Limavady,1,Catholic,11,50-54 years,1,Female,710
95RR,Limavady,1,Catholic,11,50-54 years,2,Male,693
95RR,Limavady,1,Catholic,12,55-59 years,1,Female,639
95RR,Limavady,1,Catholic,12,55-59 years,2,Male,595
95RR,Limavady,1,Catholic,13,60-64 years,1,Female,541
95RR,Limavady,1,Catholic,13,60-64 years,2,Male,509
95RR,Limavady,1,Catholic,14,65-69 years,1,Female,471
95RR,Limavady,1,Catholic,14,65-69 years,2,Male,461
95RR,Limavady,1,Catholic,15,70-74 years,1,Female,383
95RR,Limavady,1,Catholic,15,70-74 years,2,Male,386
95RR,Limavady,1,Catholic,16,75-79 years,1,Female,331
95RR,Limavady,1,Catholic,16,75-79 years,2,Male,256
95RR,Limavady,1,Catholic,17,80-84 years,1,Female,189
95RR,Limavady,1,Catholic,17,80-84 years,2,Male,154
95RR,Limavady,1,Catholic,18,85-89 years,1,Female,119
95RR,Limavady,1,Catholic,18,85-89 years,2,Male,72
95RR,Limavady,1,Catholic,19,90+ years,1,Female,50
95RR,Limavady,1,Catholic,19,90+ years,2,Male,23
95RR,Limavady,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,105
95RR,Limavady,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,118
95RR,Limavady,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,110
95RR,Limavady,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,127
95RR,Limavady,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,122
95RR,Limavady,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,135
95RR,Limavady,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,119
95RR,Limavady,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,143
95RR,Limavady,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,109
95RR,Limavady,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,129
95RR,Limavady,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,138
95RR,Limavady,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,162
95RR,Limavady,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,160
95RR,Limavady,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,180
95RR,Limavady,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,148
95RR,Limavady,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,168
95RR,Limavady,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,149
95RR,Limavady,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,148
95RR,Limavady,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,177
95RR,Limavady,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,176
95RR,Limavady,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,231
95RR,Limavady,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,233
95RR,Limavady,2,Presbyterian Church in Ireland,12,55-59 years,1,Female,232
95RR,Limavady,2,Presbyterian Church in Ireland,12,55-59 years,2,Male,242
95RR,Limavady,2,Presbyterian Church in Ireland,13,60-64 years,1,Female,196
95RR,Limavady,2,Presbyterian Church in Ireland,13,60-64 years,2,Male,217
95RR,Limavady,2,Presbyterian Church in Ireland,14,65-69 years,1,Female,189
95RR,Limavady,2,Presbyterian Church in Ireland,14,65-69 years,2,Male,187
95RR,Limavady,2,Presbyterian Church in Ireland,15,70-74 years,1,Female,162
95RR,Limavady,2,Presbyterian Church in Ireland,15,70-74 years,2,Male,178
95RR,Limavady,2,Presbyterian Church in Ireland,16,75-79 years,1,Female,148
95RR,Limavady,2,Presbyterian Church in Ireland,16,75-79 years,2,Male,114
95RR,Limavady,2,Presbyterian Church in Ireland,17,80-84 years,1,Female,113
95RR,Limavady,2,Presbyterian Church in Ireland,17,80-84 years,2,Male,94
95RR,Limavady,2,Presbyterian Church in Ireland,18,85-89 years,1,Female,58
95RR,Limavady,2,Presbyterian Church in Ireland,18,85-89 years,2,Male,34
95RR,Limavady,2,Presbyterian Church in Ireland,19,90+ years,1,Female,57
95RR,Limavady,2,Presbyterian Church in Ireland,19,90+ years,2,Male,21
95RR,Limavady,3,Church of Ireland,1,0-4 years,1,Female,82
95RR,Limavady,3,Church of Ireland,1,0-4 years,2,Male,107
95RR,Limavady,3,Church of Ireland,2,5-9 years,1,Female,123
95RR,Limavady,3,Church of Ireland,2,5-9 years,2,Male,146
95RR,Limavady,3,Church of Ireland,3,10-14 years,1,Female,138
95RR,Limavady,3,Church of Ireland,3,10-14 years,2,Male,143
95RR,Limavady,3,Church of Ireland,4,15-19 years,1,Female,128
95RR,Limavady,3,Church of Ireland,4,15-19 years,2,Male,119
95RR,Limavady,3,Church of Ireland,5,20-24 years,1,Female,103
95RR,Limavady,3,Church of Ireland,5,20-24 years,2,Male,105
95RR,Limavady,3,Church of Ireland,6,25-29 years,1,Female,84
95RR,Limavady,3,Church of Ireland,6,25-29 years,2,Male,102
95RR,Limavady,3,Church of Ireland,7,30-34 years,1,Female,122
95RR,Limavady,3,Church of Ireland,7,30-34 years,2,Male,90
95RR,Limavady,3,Church of Ireland,8,35-39 years,1,Female,136
95RR,Limavady,3,Church of Ireland,8,35-39 years,2,Male,93
95RR,Limavady,3,Church of Ireland,9,40-44 years,1,Female,135
95RR,Limavady,3,Church of Ireland,9,40-44 years,2,Male,88
95RR,Limavady,3,Church of Ireland,10,45-49 years,1,Female,154
95RR,Limavady,3,Church of Ireland,10,45-49 years,2,Male,154
95RR,Limavady,3,Church of Ireland,11,50-54 years,1,Female,163
95RR,Limavady,3,Church of Ireland,11,50-54 years,2,Male,166
95RR,Limavady,3,Church of Ireland,12,55-59 years,1,Female,153
95RR,Limavady,3,Church of Ireland,12,55-59 years,2,Male,150
95RR,Limavady,3,Church of Ireland,13,60-64 years,1,Female,131
95RR,Limavady,3,Church of Ireland,13,60-64 years,2,Male,114
95RR,Limavady,3,Church of Ireland,14,65-69 years,1,Female,120
95RR,Limavady,3,Church of Ireland,14,65-69 years,2,Male,129
95RR,Limavady,3,Church of Ireland,15,70-74 years,1,Female,112
95RR,Limavady,3,Church of Ireland,15,70-74 years,2,Male,110
95RR,Limavady,3,Church of Ireland,16,75-79 years,1,Female,102
95RR,Limavady,3,Church of Ireland,16,75-79 years,2,Male,102
95RR,Limavady,3,Church of Ireland,17,80-84 years,1,Female,63
95RR,Limavady,3,Church of Ireland,17,80-84 years,2,Male,73
95RR,Limavady,3,Church of Ireland,18,85-89 years,1,Female,47
95RR,Limavady,3,Church of Ireland,18,85-89 years,2,Male,21
95RR,Limavady,3,Church of Ireland,19,90+ years,1,Female,19
95RR,Limavady,3,Church of Ireland,19,90+ years,2,Male,15
95RR,Limavady,4,Methodist Church in Ireland,1,0-4 years,1,Female,2
95RR,Limavady,4,Methodist Church in Ireland,1,0-4 years,2,Male,2
95RR,Limavady,4,Methodist Church in Ireland,2,5-9 years,1,Female,8
95RR,Limavady,4,Methodist Church in Ireland,2,5-9 years,2,Male,8
95RR,Limavady,4,Methodist Church in Ireland,3,10-14 years,1,Female,3
95RR,Limavady,4,Methodist Church in Ireland,3,10-14 years,2,Male,13
95RR,Limavady,4,Methodist Church in Ireland,4,15-19 years,1,Female,7
95RR,Limavady,4,Methodist Church in Ireland,4,15-19 years,2,Male,4
95RR,Limavady,4,Methodist Church in Ireland,5,20-24 years,1,Female,0
95RR,Limavady,4,Methodist Church in Ireland,5,20-24 years,2,Male,3
95RR,Limavady,4,Methodist Church in Ireland,6,25-29 years,1,Female,7
95RR,Limavady,4,Methodist Church in Ireland,6,25-29 years,2,Male,3
95RR,Limavady,4,Methodist Church in Ireland,7,30-34 years,1,Female,2
95RR,Limavady,4,Methodist Church in Ireland,7,30-34 years,2,Male,0
95RR,Limavady,4,Methodist Church in Ireland,8,35-39 years,1,Female,11
95RR,Limavady,4,Methodist Church in Ireland,8,35-39 years,2,Male,6
95RR,Limavady,4,Methodist Church in Ireland,9,40-44 years,1,Female,8
95RR,Limavady,4,Methodist Church in Ireland,9,40-44 years,2,Male,4
95RR,Limavady,4,Methodist Church in Ireland,10,45-49 years,1,Female,4
95RR,Limavady,4,Methodist Church in Ireland,10,45-49 years,2,Male,3
95RR,Limavady,4,Methodist Church in Ireland,11,50-54 years,1,Female,1
95RR,Limavady,4,Methodist Church in Ireland,11,50-54 years,2,Male,4
95RR,Limavady,4,Methodist Church in Ireland,12,55-59 years,1,Female,10
95RR,Limavady,4,Methodist Church in Ireland,12,55-59 years,2,Male,6
95RR,Limavady,4,Methodist Church in Ireland,13,60-64 years,1,Female,7
95RR,Limavady,4,Methodist Church in Ireland,13,60-64 years,2,Male,6
95RR,Limavady,4,Methodist Church in Ireland,14,65-69 years,1,Female,8
95RR,Limavady,4,Methodist Church in Ireland,14,65-69 years,2,Male,6
95RR,Limavady,4,Methodist Church in Ireland,15,70-74 years,1,Female,6
95RR,Limavady,4,Methodist Church in Ireland,15,70-74 years,2,Male,8
95RR,Limavady,4,Methodist Church in Ireland,16,75-79 years,1,Female,3
95RR,Limavady,4,Methodist Church in Ireland,16,75-79 years,2,Male,2
95RR,Limavady,4,Methodist Church in Ireland,17,80-84 years,1,Female,0
95RR,Limavady,4,Methodist Church in Ireland,17,80-84 years,2,Male,1
95RR,Limavady,4,Methodist Church in Ireland,18,85-89 years,1,Female,7
95RR,Limavady,4,Methodist Church in Ireland,18,85-89 years,2,Male,0
95RR,Limavady,4,Methodist Church in Ireland,19,90+ years,1,Female,0
95RR,Limavady,4,Methodist Church in Ireland,19,90+ years,2,Male,0
95RR,Limavady,5,Other Christian (including Christian related),1,0-4 years,1,Female,28
95RR,Limavady,5,Other Christian (including Christian related),1,0-4 years,2,Male,20
95RR,Limavady,5,Other Christian (including Christian related),2,5-9 years,1,Female,29
95RR,Limavady,5,Other Christian (including Christian related),2,5-9 years,2,Male,23
95RR,Limavady,5,Other Christian (including Christian related),3,10-14 years,1,Female,24
95RR,Limavady,5,Other Christian (including Christian related),3,10-14 years,2,Male,33
95RR,Limavady,5,Other Christian (including Christian related),4,15-19 years,1,Female,24
95RR,Limavady,5,Other Christian (including Christian related),4,15-19 years,2,Male,20
95RR,Limavady,5,Other Christian (including Christian related),5,20-24 years,1,Female,16
95RR,Limavady,5,Other Christian (including Christian related),5,20-24 years,2,Male,13
95RR,Limavady,5,Other Christian (including Christian related),6,25-29 years,1,Female,19
95RR,Limavady,5,Other Christian (including Christian related),6,25-29 years,2,Male,23
95RR,Limavady,5,Other Christian (including Christian related),7,30-34 years,1,Female,20
95RR,Limavady,5,Other Christian (including Christian related),7,30-34 years,2,Male,35
95RR,Limavady,5,Other Christian (including Christian related),8,35-39 years,1,Female,26
95RR,Limavady,5,Other Christian (including Christian related),8,35-39 years,2,Male,36
95RR,Limavady,5,Other Christian (including Christian related),9,40-44 years,1,Female,26
95RR,Limavady,5,Other Christian (including Christian related),9,40-44 years,2,Male,22
95RR,Limavady,5,Other Christian (including Christian related),10,45-49 years,1,Female,40
95RR,Limavady,5,Other Christian (including Christian related),10,45-49 years,2,Male,40
95RR,Limavady,5,Other Christian (including Christian related),11,50-54 years,1,Female,41
95RR,Limavady,5,Other Christian (including Christian related),11,50-54 years,2,Male,41
95RR,Limavady,5,Other Christian (including Christian related),12,55-59 years,1,Female,33
95RR,Limavady,5,Other Christian (including Christian related),12,55-59 years,2,Male,48
95RR,Limavady,5,Other Christian (including Christian related),13,60-64 years,1,Female,31
95RR,Limavady,5,Other Christian (including Christian related),13,60-64 years,2,Male,32
95RR,Limavady,5,Other Christian (including Christian related),14,65-69 years,1,Female,20
95RR,Limavady,5,Other Christian (including Christian related),14,65-69 years,2,Male,22
95RR,Limavady,5,Other Christian (including Christian related),15,70-74 years,1,Female,23
95RR,Limavady,5,Other Christian (including Christian related),15,70-74 years,2,Male,22
95RR,Limavady,5,Other Christian (including Christian related),16,75-79 years,1,Female,20
95RR,Limavady,5,Other Christian (including Christian related),16,75-79 years,2,Male,17
95RR,Limavady,5,Other Christian (including Christian related),17,80-84 years,1,Female,17
95RR,Limavady,5,Other Christian (including Christian related),17,80-84 years,2,Male,12
95RR,Limavady,5,Other Christian (including Christian related),18,85-89 years,1,Female,9
95RR,Limavady,5,Other Christian (including Christian related),18,85-89 years,2,Male,7
95RR,Limavady,5,Other Christian (including Christian related),19,90+ years,1,Female,12
95RR,Limavady,5,Other Christian (including Christian related),19,90+ years,2,Male,6
95RR,Limavady,6,Other religions,1,0-4 years,1,Female,4
95RR,Limavady,6,Other religions,1,0-4 years,2,Male,1
95RR,Limavady,6,Other religions,2,5-9 years,1,Female,2
95RR,Limavady,6,Other religions,2,5-9 years,2,Male,4
95RR,Limavady,6,Other religions,3,10-14 years,1,Female,2
95RR,Limavady,6,Other religions,3,10-14 years,2,Male,3
95RR,Limavady,6,Other religions,4,15-19 years,1,Female,1
95RR,Limavady,6,Other religions,4,15-19 years,2,Male,2
95RR,Limavady,6,Other religions,5,20-24 years,1,Female,2
95RR,Limavady,6,Other religions,5,20-24 years,2,Male,5
95RR,Limavady,6,Other religions,6,25-29 years,1,Female,2
95RR,Limavady,6,Other religions,6,25-29 years,2,Male,5
95RR,Limavady,6,Other religions,7,30-34 years,1,Female,5
95RR,Limavady,6,Other religions,7,30-34 years,2,Male,5
95RR,Limavady,6,Other religions,8,35-39 years,1,Female,10
95RR,Limavady,6,Other religions,8,35-39 years,2,Male,8
